6.1s 1 0.00s - Debugger warning: It seems that frozen modules are being used, which may
6.1s 2 0.00s - make the debugger miss breakpoints. Please pass -Xfrozen_modules=off
6.1s 3 0.00s - to python to disable frozen modules.
6.1s 4 0.00s - Note: Debugging will proceed. Set PYDEVD_DISABLE_FILE_VALIDATION=1 to disable this validation.
6.9s 5 0.00s - Debugger warning: It seems that frozen modules are being used, which may
6.9s 6 0.00s - make the debugger miss breakpoints. Please pass -Xfrozen_modules=off
6.9s 7 0.00s - to python to disable frozen modules.
6.9s 8 0.00s - Note: Debugging will proceed. Set PYDEVD_DISABLE_FILE_VALIDATION=1 to disable this validation.
16.2s 9 
16.2s 10 Running Mode: WITHOUT_ATTENTION
31.1s 11 Epoch 1, Loss: 822.5107, Validation Loss: 6.3836
3781.4s 364 Epoch 149, Loss: 1.6416, Validation Loss: 7.4031
3794.0s 365 Epoch 150, Loss: 2.9670, Validation Loss: 6.9549
3806.5s 366 Epoch 151, Loss: 11.9423, Validation Loss: 6.7100
3819.0s 367 Epoch 152, Loss: 21.0220, Validation Loss: 7.5533
3831.6s 368 Epoch 153, Loss: 16.6845, Validation Loss: 6.9218
3844.1s 369 Epoch 154, Loss: 7.7376, Validation Loss: 6.7084
3856.7s 370 Epoch 155, Loss: 4.0855, Validation Loss: 7.8840
3869.2s 371 Epoch 156, Loss: 2.1482, Validation Loss: 7.0098
3881.8s 372 Epoch 157, Loss: 1.2968, Validation Loss: 7.1142
3894.5s 373 Epoch 158, Loss: 0.9390, Validation Loss: 7.3234
3907.0s 374 Epoch 159, Loss: 0.8073, Validation Loss: 6.9469
3919.4s 375 Epoch 160, Loss: 0.8637, Validation Loss: 7.0887
3932.1s 376 Epoch 161, Loss: 0.7590, Validation Loss: 6.8049
3944.5s 377 Epoch 162, Loss: 0.7131, Validation Loss: 8.1002
3957.2s 378 Epoch 163, Loss: 0.8322, Validation Loss: 7.6161
3969.7s 379 Epoch 164, Loss: 0.7199, Validation Loss: 6.9022
3982.2s 380 Epoch 165, Loss: 0.7489, Validation Loss: 7.1440
3994.9s 381 Epoch 166, Loss: 0.7849, Validation Loss: 7.6339
4007.4s 382 Epoch 167, Loss: 0.7155, Validation Loss: 7.4079
4020.1s 383 Epoch 168, Loss: 0.7500, Validation Loss: 6.5086
4032.6s 384 Epoch 169, Loss: 0.8106, Validation Loss: 7.8179
4045.2s 385 Epoch 170, Loss: 0.6803, Validation Loss: 7.1493
4057.8s 386 Epoch 171, Loss: 0.7912, Validation Loss: 7.1075
4070.3s 387 Epoch 172, Loss: 0.6864, Validation Loss: 7.3864
4083.0s 388 Epoch 173, Loss: 0.7489, Validation Loss: 6.9142
4095.5s 389 Epoch 174, Loss: 0.6578, Validation Loss: 7.4302
4108.0s 390 Epoch 175, Loss: 0.7082, Validation Loss: 6.8762
4120.6s 391 Epoch 176, Loss: 0.7441, Validation Loss: 7.2638
4133.1s 392 Epoch 177, Loss: 0.6716, Validation Loss: 6.9788
4145.7s 393 Epoch 178, Loss: 0.6663, Validation Loss: 6.9331
4158.2s 394 Epoch 179, Loss: 0.8083, Validation Loss: 7.4019
4170.7s 395 Epoch 180, Loss: 1.2265, Validation Loss: 6.6441
4183.3s 396 Epoch 181, Loss: 1.3658, Validation Loss: 7.0619
4195.9s 397 Epoch 182, Loss: 1.2301, Validation Loss: 7.6619
4208.4s 398 Epoch 183, Loss: 1.9114, Validation Loss: 7.2937
4220.9s 399 Epoch 184, Loss: 5.0890, Validation Loss: 6.7905
4233.5s 400 Epoch 185, Loss: 14.4885, Validation Loss: 6.7711
4246.1s 401 Epoch 186, Loss: 17.4124, Validation Loss: 7.1001
4258.6s 402 Epoch 187, Loss: 9.7343, Validation Loss: 7.7234
4271.2s 403 Epoch 188, Loss: 3.7965, Validation Loss: 7.2497
4283.7s 404 Epoch 189, Loss: 1.7989, Validation Loss: 7.8690
4296.2s 405 Epoch 190, Loss: 0.9359, Validation Loss: 7.9377
4308.8s 406 Epoch 191, Loss: 0.7846, Validation Loss: 7.1237
4321.3s 407 Epoch 192, Loss: 0.8227, Validation Loss: 6.9132
4333.9s 408 Epoch 193, Loss: 0.6806, Validation Loss: 7.2859
4346.4s 409 Epoch 194, Loss: 0.5836, Validation Loss: 7.2930
4358.9s 410 Epoch 195, Loss: 0.5469, Validation Loss: 8.0252
4371.6s 411 Epoch 196, Loss: 0.6321, Validation Loss: 7.6558
4384.2s 412 Epoch 197, Loss: 0.6173, Validation Loss: 7.6604
4396.8s 413 Epoch 198, Loss: 0.6707, Validation Loss: 7.1505
4409.3s 414 Epoch 199, Loss: 0.6156, Validation Loss: 7.3575
4421.8s 415 Epoch 200, Loss: 0.6038, Validation Loss: 7.8913
4421.8s 416 Translate: yo estoy feliz.
4422.4s 417 BLEU Score: 0.033397153764017085
4422.7s 418 
4422.7s 419 Running Mode: LUONG
4434.9s 420 Epoch 1, Loss: 806.2103, Validation Loss: 5.9302
4446.8s 421 Epoch 2, Loss: 663.5737, Validation Loss: 5.5763
4459.0s 422 Epoch 3, Loss: 562.0512, Validation Loss: 5.4633
4470.8s 423 Epoch 4, Loss: 462.7519, Validation Loss: 5.2301
4482.8s 424 Epoch 5, Loss: 370.6600, Validation Loss: 5.2908
4494.9s 425 Epoch 6, Loss: 291.8681, Validation Loss: 5.1756
4506.8s 426 Epoch 7, Loss: 241.3490, Validation Loss: 5.2379
4518.7s 427 Epoch 8, Loss: 197.9924, Validation Loss: 5.3238
4530.8s 428 Epoch 9, Loss: 168.1555, Validation Loss: 5.2132
4542.7s 429 Epoch 10, Loss: 145.1157, Validation Loss: 5.2971
4554.7s 430 Epoch 11, Loss: 124.3286, Validation Loss: 5.4227
4566.7s 431 Epoch 12, Loss: 100.0165, Validation Loss: 5.2511
4578.6s 432 Epoch 13, Loss: 87.5815, Validation Loss: 5.2776
4590.6s 433 Epoch 14, Loss: 74.1513, Validation Loss: 5.0971
4602.6s 434 Epoch 15, Loss: 62.6781, Validation Loss: 5.5479
4614.4s 435 Epoch 16, Loss: 52.8830, Validation Loss: 5.4224
4626.5s 436 Epoch 17, Loss: 46.2077, Validation Loss: 5.4449
4638.4s 437 Epoch 18, Loss: 41.1808, Validation Loss: 5.4822
4650.5s 438 Epoch 19, Loss: 35.2117, Validation Loss: 5.5311
4662.4s 439 Epoch 20, Loss: 29.6741, Validation Loss: 5.4195
4674.3s 440 Epoch 21, Loss: 27.0739, Validation Loss: 6.0094
4686.4s 441 Epoch 22, Loss: 22.8516, Validation Loss: 5.6991
4698.3s 442 Epoch 23, Loss: 17.8297, Validation Loss: 5.6881
4710.2s 443 Epoch 24, Loss: 15.0707, Validation Loss: 5.5895
4722.3s 444 Epoch 25, Loss: 13.6053, Validation Loss: 5.6235
4734.2s 445 Epoch 26, Loss: 13.2766, Validation Loss: 5.9778
4746.3s 446 Epoch 27, Loss: 12.7028, Validation Loss: 6.3980
4758.2s 447 Epoch 28, Loss: 13.8795, Validation Loss: 5.7745
4770.1s 448 Epoch 29, Loss: 12.6381, Validation Loss: 6.2432
4782.1s 449 Epoch 30, Loss: 16.8283, Validation Loss: 6.0433
4794.0s 450 Epoch 31, Loss: 16.9661, Validation Loss: 5.8596
4806.0s 451 Epoch 32, Loss: 15.9434, Validation Loss: 6.0980
4818.0s 452 Epoch 33, Loss: 12.4612, Validation Loss: 6.1010
4829.9s 453 Epoch 34, Loss: 12.0977, Validation Loss: 6.0904
4841.9s 454 Epoch 35, Loss: 9.7782, Validation Loss: 6.5683
4853.9s 455 Epoch 36, Loss: 9.6154, Validation Loss: 5.9000
4865.8s 456 Epoch 37, Loss: 9.4290, Validation Loss: 6.5218
4877.9s 457 Epoch 38, Loss: 9.7491, Validation Loss: 6.3111
4889.8s 458 Epoch 39, Loss: 10.3569, Validation Loss: 6.2760
4901.8s 459 Epoch 40, Loss: 7.9888, Validation Loss: 6.2327
4913.8s 460 Epoch 41, Loss: 6.3279, Validation Loss: 6.3458
4925.8s 461 Epoch 42, Loss: 6.8244, Validation Loss: 6.7200
4937.8s 462 Epoch 43, Loss: 6.8783, Validation Loss: 6.7233
4949.7s 463 Epoch 44, Loss: 6.9987, Validation Loss: 6.5317
4961.7s 464 Epoch 45, Loss: 7.4381, Validation Loss: 6.7201
4973.7s 465 Epoch 46, Loss: 6.3025, Validation Loss: 7.3201
4985.6s 466 Epoch 47, Loss: 8.7228, Validation Loss: 6.4088
4997.7s 467 Epoch 48, Loss: 7.7675, Validation Loss: 5.9029
5009.6s 468 Epoch 49, Loss: 9.4778, Validation Loss: 6.1185
5021.5s 469 Epoch 50, Loss: 11.2003, Validation Loss: 6.3042
5033.5s 470 Epoch 51, Loss: 9.6165, Validation Loss: 6.3392
5045.5s 471 Epoch 52, Loss: 9.0753, Validation Loss: 6.3646
5057.4s 472 Epoch 53, Loss: 8.8457, Validation Loss: 6.3484
5069.5s 473 Epoch 54, Loss: 7.1656, Validation Loss: 6.4743
5081.5s 474 Epoch 55, Loss: 5.9597, Validation Loss: 6.4944
5093.6s 475 Epoch 56, Loss: 5.1728, Validation Loss: 6.8245
5105.6s 476 Epoch 57, Loss: 5.6950, Validation Loss: 6.9725
5117.5s 477 Epoch 58, Loss: 6.9569, Validation Loss: 6.7158
5129.5s 478 Epoch 59, Loss: 8.9408, Validation Loss: 7.0721
5141.5s 479 Epoch 60, Loss: 10.7256, Validation Loss: 6.2984
5153.5s 480 Epoch 61, Loss: 12.0384, Validation Loss: 6.2854
5165.5s 481 Epoch 62, Loss: 11.9470, Validation Loss: 7.1748
5177.4s 482 Epoch 63, Loss: 11.5136, Validation Loss: 6.6675
5189.5s 483 Epoch 64, Loss: 10.8444, Validation Loss: 6.6999
5201.4s 484 Epoch 65, Loss: 9.2051, Validation Loss: 6.3685
5213.4s 485 Epoch 66, Loss: 6.1065, Validation Loss: 6.7483
5225.4s 486 Epoch 67, Loss: 4.2932, Validation Loss: 7.6399
5237.3s 487 Epoch 68, Loss: 3.5287, Validation Loss: 6.5663
5249.4s 488 Epoch 69, Loss: 3.0086, Validation Loss: 7.2361
5261.3s 489 Epoch 70, Loss: 2.5482, Validation Loss: 6.7305
5273.2s 490 Epoch 71, Loss: 2.7315, Validation Loss: 6.9183
5285.3s 491 Epoch 72, Loss: 4.4347, Validation Loss: 6.2460
5297.2s 492 Epoch 73, Loss: 7.8230, Validation Loss: 6.7656
5309.1s 493 Epoch 74, Loss: 11.9186, Validation Loss: 7.5612
5321.3s 494 Epoch 75, Loss: 10.8474, Validation Loss: 6.9895
5333.2s 495 Epoch 76, Loss: 10.2835, Validation Loss: 6.9456
5345.3s 496 Epoch 77, Loss: 8.2963, Validation Loss: 7.2763
5357.2s 497 Epoch 78, Loss: 6.7304, Validation Loss: 6.8052
5369.1s 498 Epoch 79, Loss: 7.1768, Validation Loss: 7.0423
5381.2s 499 Epoch 80, Loss: 4.8592, Validation Loss: 6.7146
5393.2s 500 Epoch 81, Loss: 3.2193, Validation Loss: 6.9225
5405.1s 501 Epoch 82, Loss: 2.6404, Validation Loss: 6.3158
5417.2s 502 Epoch 83, Loss: 2.6252, Validation Loss: 7.3031
5429.1s 503 Epoch 84, Loss: 2.2160, Validation Loss: 6.9370
5441.2s 504 Epoch 85, Loss: 2.2921, Validation Loss: 7.8427
5453.1s 505 Epoch 86, Loss: 1.9710, Validation Loss: 6.6388
5465.0s 506 Epoch 87, Loss: 2.0368, Validation Loss: 6.9240
5477.0s 507 Epoch 88, Loss: 2.1119, Validation Loss: 7.0238
5488.9s 508 Epoch 89, Loss: 1.8618, Validation Loss: 6.4172
5500.8s 509 Epoch 90, Loss: 1.7416, Validation Loss: 7.0997
5512.9s 510 Epoch 91, Loss: 1.9529, Validation Loss: 6.7911
5524.8s 511 Epoch 92, Loss: 1.9326, Validation Loss: 6.8310
5536.9s 512 Epoch 93, Loss: 1.9503, Validation Loss: 6.7468
5548.8s 513 Epoch 94, Loss: 1.9732, Validation Loss: 6.9380
5560.7s 514 Epoch 95, Loss: 1.9276, Validation Loss: 6.5950
5572.8s 515 Epoch 96, Loss: 2.4823, Validation Loss: 6.5669
5584.7s 516 Epoch 97, Loss: 7.7230, Validation Loss: 6.7391
5596.6s 517 Epoch 98, Loss: 18.2658, Validation Loss: 6.8756
5608.7s 518 Epoch 99, Loss: 32.3846, Validation Loss: 7.2961
5620.6s 519 Epoch 100, Loss: 31.1143, Validation Loss: 6.5632
5632.7s 520 Epoch 101, Loss: 16.3644, Validation Loss: 7.6362
5644.7s 521 Epoch 102, Loss: 7.0461, Validation Loss: 7.4321
5656.6s 522 Epoch 103, Loss: 4.4758, Validation Loss: 7.2763
5668.7s 523 Epoch 104, Loss: 3.6122, Validation Loss: 7.3227
5680.7s 524 Epoch 105, Loss: 3.0416, Validation Loss: 7.3363
5692.8s 525 Epoch 106, Loss: 2.4445, Validation Loss: 6.5352
5704.7s 526 Epoch 107, Loss: 1.9660, Validation Loss: 7.1308
5716.7s 527 Epoch 108, Loss: 2.0392, Validation Loss: 6.7141
5728.7s 528 Epoch 109, Loss: 1.9443, Validation Loss: 7.0443
5740.6s 529 Epoch 110, Loss: 1.5910, Validation Loss: 7.0641
5752.5s 530 Epoch 111, Loss: 1.7338, Validation Loss: 6.9425
5764.5s 531 Epoch 112, Loss: 1.7083, Validation Loss: 7.1053
5776.5s 532 Epoch 113, Loss: 1.7313, Validation Loss: 7.6352
5788.6s 533 Epoch 114, Loss: 1.5585, Validation Loss: 7.3102
5800.5s 534 Epoch 115, Loss: 1.6761, Validation Loss: 7.1121
5812.5s 535 Epoch 116, Loss: 1.5241, Validation Loss: 7.3881
5824.6s 536 Epoch 117, Loss: 1.5585, Validation Loss: 6.4595
5836.6s 537 Epoch 118, Loss: 1.6238, Validation Loss: 6.7162
5848.6s 538 Epoch 119, Loss: 1.6692, Validation Loss: 6.9212
5860.6s 539 Epoch 120, Loss: 1.6484, Validation Loss: 6.7902
5872.6s 540 Epoch 121, Loss: 1.7410, Validation Loss: 7.0479
5884.6s 541 Epoch 122, Loss: 1.6740, Validation Loss: 7.5086
5896.7s 542 Epoch 123, Loss: 1.5893, Validation Loss: 7.0736
5908.6s 543 Epoch 124, Loss: 1.6542, Validation Loss: 7.1681
5920.7s 544 Epoch 125, Loss: 1.6436, Validation Loss: 7.3864
5932.7s 545 Epoch 126, Loss: 1.4958, Validation Loss: 6.5575
5944.7s 546 Epoch 127, Loss: 2.9195, Validation Loss: 7.4771
5956.7s 547 Epoch 128, Loss: 15.1327, Validation Loss: 7.5571
5968.6s 548 Epoch 129, Loss: 30.1789, Validation Loss: 7.9539
5980.7s 549 Epoch 130, Loss: 27.8799, Validation Loss: 6.8899
5992.7s 550 Epoch 131, Loss: 14.8365, Validation Loss: 6.6205
6004.6s 551 Epoch 132, Loss: 6.4373, Validation Loss: 6.6004
6016.6s 552 Epoch 133, Loss: 3.6925, Validation Loss: 7.0136
6028.6s 553 Epoch 134, Loss: 3.4253, Validation Loss: 7.1245
6040.8s 554 Epoch 135, Loss: 3.4036, Validation Loss: 7.0902
6052.7s 555 Epoch 136, Loss: 3.0707, Validation Loss: 7.3064
6064.7s 556 Epoch 137, Loss: 2.2265, Validation Loss: 7.1551
6076.7s 557 Epoch 138, Loss: 1.9637, Validation Loss: 6.7074
6088.6s 558 Epoch 139, Loss: 1.7610, Validation Loss: 7.2228
6100.5s 559 Epoch 140, Loss: 1.6644, Validation Loss: 7.1965
6112.6s 560 Epoch 141, Loss: 1.6661, Validation Loss: 7.4677
6124.5s 561 Epoch 142, Loss: 1.5802, Validation Loss: 7.3985
6136.5s 562 Epoch 143, Loss: 1.4084, Validation Loss: 6.9627
6148.4s 563 Epoch 144, Loss: 1.5662, Validation Loss: 7.6076
6160.4s 564 Epoch 145, Loss: 1.4449, Validation Loss: 7.4323
6172.4s 565 Epoch 146, Loss: 1.6077, Validation Loss: 7.2057
6184.4s 566 Epoch 147, Loss: 1.4183, Validation Loss: 7.0147
6196.3s 567 Epoch 148, Loss: 1.4817, Validation Loss: 7.4266
6208.4s 568 Epoch 149, Loss: 1.3924, Validation Loss: 7.7559
6220.3s 569 Epoch 150, Loss: 1.5077, Validation Loss: 6.7331
6232.3s 570 Epoch 151, Loss: 3.0051, Validation Loss: 7.2977
6244.3s 571 Epoch 152, Loss: 10.9267, Validation Loss: 6.8925
6256.2s 572 Epoch 153, Loss: 17.6617, Validation Loss: 6.9941
6268.2s 573 Epoch 154, Loss: 14.6240, Validation Loss: 6.8009
6280.1s 574 Epoch 155, Loss: 9.2363, Validation Loss: 7.2682
6292.1s 575 Epoch 156, Loss: 5.5708, Validation Loss: 7.4827
6304.1s 576 Epoch 157, Loss: 4.0924, Validation Loss: 7.1190
6316.0s 577 Epoch 158, Loss: 2.9502, Validation Loss: 7.1463
6328.1s 578 Epoch 159, Loss: 2.0420, Validation Loss: 7.2124
6340.0s 579 Epoch 160, Loss: 1.7477, Validation Loss: 6.5661
6352.0s 580 Epoch 161, Loss: 1.4408, Validation Loss: 6.7096
6364.0s 581 Epoch 162, Loss: 1.4101, Validation Loss: 8.1580
6375.9s 582 Epoch 163, Loss: 1.4721, Validation Loss: 7.4198
6388.0s 583 Epoch 164, Loss: 1.3976, Validation Loss: 7.0471
6400.0s 584 Epoch 165, Loss: 1.3889, Validation Loss: 6.8894
6411.9s 585 Epoch 166, Loss: 1.2955, Validation Loss: 7.5739
6423.9s 586 Epoch 167, Loss: 1.1878, Validation Loss: 7.5374
6435.9s 587 Epoch 168, Loss: 1.2745, Validation Loss: 8.3794
6447.8s 588 Epoch 169, Loss: 1.3279, Validation Loss: 8.3528
6459.8s 589 Epoch 170, Loss: 1.5586, Validation Loss: 6.8381
6471.8s 590 Epoch 171, Loss: 1.5394, Validation Loss: 8.0754
6483.8s 591 Epoch 172, Loss: 1.5938, Validation Loss: 7.6245
6495.6s 592 Epoch 173, Loss: 1.4350, Validation Loss: 7.5158
6507.4s 593 Epoch 174, Loss: 1.5413, Validation Loss: 7.3657
6519.1s 594 Epoch 175, Loss: 1.4743, Validation Loss: 7.7351
6530.9s 595 Epoch 176, Loss: 1.5211, Validation Loss: 7.5400
6542.6s 596 Epoch 177, Loss: 1.8162, Validation Loss: 6.9942
6554.5s 597 Epoch 178, Loss: 4.3327, Validation Loss: 7.0009
6566.2s 598 Epoch 179, Loss: 14.6285, Validation Loss: 7.2474
6578.2s 599 Epoch 180, Loss: 18.2562, Validation Loss: 6.8096
6590.0s 600 Epoch 181, Loss: 12.7229, Validation Loss: 7.3990
6601.8s 601 Epoch 182, Loss: 8.1224, Validation Loss: 7.3283
6613.8s 602 Epoch 183, Loss: 5.5313, Validation Loss: 7.5652
6625.6s 603 Epoch 184, Loss: 3.3746, Validation Loss: 6.9359
6637.3s 604 Epoch 185, Loss: 2.3572, Validation Loss: 7.6944
6649.2s 605 Epoch 186, Loss: 1.6085, Validation Loss: 7.2695
6661.0s 606 Epoch 187, Loss: 1.4915, Validation Loss: 7.6700
6672.9s 607 Epoch 188, Loss: 1.5393, Validation Loss: 7.2803
6684.7s 608 Epoch 189, Loss: 1.5217, Validation Loss: 7.5841
6696.5s 609 Epoch 190, Loss: 1.2373, Validation Loss: 7.7044
6708.6s 610 Epoch 191, Loss: 1.1591, Validation Loss: 7.0231
6720.4s 611 Epoch 192, Loss: 1.0479, Validation Loss: 7.1420
6732.2s 612 Epoch 193, Loss: 1.1806, Validation Loss: 7.2073
6744.0s 613 Epoch 194, Loss: 0.9937, Validation Loss: 7.7399
6755.9s 614 Epoch 195, Loss: 1.1905, Validation Loss: 6.8165
6767.8s 615 Epoch 196, Loss: 1.0277, Validation Loss: 7.7353
6779.6s 616 Epoch 197, Loss: 1.0935, Validation Loss: 7.0341
6791.4s 617 Epoch 198, Loss: 1.1751, Validation Loss: 7.5615
6803.3s 618 Epoch 199, Loss: 0.9698, Validation Loss: 7.0440
6815.1s 619 Epoch 200, Loss: 0.9963, Validation Loss: 7.1885
6815.1s 620 Translate: soy bueno feliz.
6815.6s 621 BLEU Score: 0.04331289550939456
6820.2s 622 /usr/local/lib/python3.11/dist-packages/traitlets/traitlets.py:2915: FutureWarning: --Exporter.preprocessors=["remove_papermill_header.RemovePapermillHeader"] for containers is deprecated in traitlets 5.0. You can pass `--Exporter.preprocessors item` ... multiple times to add items to a list.
6820.2s 623 warn(
6820.2s 624 [NbConvertApp] Converting notebook __notebook__.ipynb to notebook
6820.6s 625 [NbConvertApp] Writing 118091 bytes to __notebook__.ipynb
6821.9s 626 /usr/local/lib/python3.11/dist-packages/traitlets/traitlets.py:2915: FutureWarning: --Exporter.preprocessors=["nbconvert.preprocessors.ExtractOutputPreprocessor"] for containers is deprecated in traitlets 5.0. You can pass `--Exporter.preprocessors item` ... multiple times to add items to a list.
6821.9s 627 warn(
6821.9s 628 [NbConvertApp] Converting notebook __notebook__.ipynb to html
6822.6s 629 [NbConvertApp] Support files will be in __results___files/
6822.6s 630 [NbConvertApp] Making directory __results___files
6822.6s 631 [NbConvertApp] Making directory __results___files
6822.6s 632 [NbConvertApp] Writing 370019 bytes to __results__.html
